,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject
3233,Ultimate Web Designer & Developer Course: Build 23 Projects!,True,200.0,33788,4434.0,246,All Levels,32.5,Web Development
3234,ExpressJS Fundamentals,False,0.0,21245,914.0,9,Beginner Level,1.0,Web Development
3235,REST WCF Service in ASP.NET,False,0.0,7905,561.0,5,All Levels,0.683333333,Web Development
3236,Projects in Node.js - Learn by Example,True,195.0,869,99.0,38,All Levels,5.0,Web Development
3237,Building Data Visualizations with D3 and Angular 2,True,125.0,293,30.0,31,Beginner Level,3.5,Web Development
3238,Learn Object Oriented PHP By Building a Complete Website,False,0.0,36322,2618.0,32,All Levels,4.5,Web Development
3239,Web Programming Course : Asp.Net MVC,True,100.0,2760,76.0,26,All Levels,3.5,Web Development
3240,Learn Spring Framework Practically - Hands On Recipies,True,145.0,522,50.0,48,All Levels,5.5,Web Development
3241,One-stop Ruby on Rails: Build Web Applications from Scratch,True,145.0,1628,162.0,129,All Levels,18.5,Web Development
3242,Learn what's new in PHP 7,False,0.0,12336,271.0,26,Intermediate Level,3.5,Web Development
3243,Dive Into Docker: The Docker Course for Developers,False,0.0,6437,313.0,22,Beginner Level,1.5,Web Development
3244,"Basic Concepts of Web Development, HTTP and Java Servlets",True,35.0,2797,59.0,10,Beginner Level,1.0,Web Development
3245,The Most Comprehensive Web Development Course,True,200.0,333,22.0,353,All Levels,42.0,Web Development
3246,Learn and Understand AngularJS,True,175.0,59361,11580.0,55,All Levels,7.0,Web Development
3247,JavaScript: Understanding the Weird Parts,True,175.0,79612,16976.0,85,All Levels,11.5,Web Development
3248,Webpack 2: The Complete Developer's Guide,True,75.0,8964,1893.0,56,All Levels,5.5,Web Development
3249,Build Responsive Real World Websites with HTML5 and CSS3,True,195.0,43977,7106.0,77,All Levels,12.0,Web Development
3250,ES6 Javascript: The Complete Developer's Guide,True,80.0,13010,2709.0,68,Beginner Level,6.5,Web Development
3251,Learn and Understand NodeJS,True,195.0,58208,11123.0,98,All Levels,13.0,Web Development
3252,Understanding TypeScript,True,110.0,9132,1560.0,137,All Levels,7.0,Web Development
3253,Advanced React and Redux,True,140.0,21998,3326.0,119,Intermediate Level,12.0,Web Development
3254,Modern React with Redux,True,180.0,50815,15117.0,150,All Levels,26.5,Web Development
3255,Angular Styling & Animations (for Angular 2 and Angular 4),True,120.0,4138,307.0,107,Intermediate Level,6.0,Web Development
3256,The Complete ASP.NET MVC 5 Course,True,190.0,20652,6357.0,138,All Levels,7.5,Web Development
3257,GraphQL with React: The Complete Developers Guide,True,150.0,6412,987.0,114,Intermediate Level,13.0,Web Development
3258,"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",False,0.0,2464,17.0,9,All Levels,0.7333333329999999,Web Development
3259,WordPress in under an hour - Create/manage your own website!,False,0.0,6474,86.0,15,All Levels,1.0,Web Development
3260,Twitter Bootstrap 2 for Beginners,True,20.0,2388,139.0,12,Beginner Level,1.0,Web Development
3261,Bootstrap Tutorial - Essentials From Basic to Advanced,True,195.0,1494,23.0,62,All Levels,7.5,Web Development
3262,Create an Engaging Website with Twitter Bootstrap 2.x,True,20.0,1463,56.0,24,All Levels,1.0,Web Development
3263,Javascript :basics for beginners,True,30.0,1057,22.0,12,Beginner Level,0.6166666670000001,Web Development
3264,CSS Tutorial For Beginners: Style Your Wordpress Templates,True,35.0,1049,22.0,47,Beginner Level,3.5,Web Development
3265,HTML5 And CSS3 - Build Modern Responsive Websites,True,175.0,109,17.0,69,All Levels,9.5,Web Development
3266,PSD to HTML5/CSS3 using Twitter Bootstrap 3! ,True,95.0,2073,24.0,16,All Levels,2.0,Web Development
3267,Web Development: Make A Website That Will Sell For Thousands,True,50.0,1116,62.0,51,All Levels,7.5,Web Development
3268,WordPress Basics to Business: Share and Sell your Expertise,True,50.0,1125,10.0,45,Beginner Level,3.5,Web Development
3269,PHP Zend Framework 2:Creating a CRUD Application,True,40.0,802,6.0,9,All Levels,0.6333333329999999,Web Development
3270,JavaScript Fundamentals,False,0.0,4409,71.0,100,All Levels,5.0,Web Development
3271,Building a Website With Jekyll,True,20.0,686,19.0,21,All Levels,3.0,Web Development
3272,Big Data and Apache Hadoop for Developers - Fundamentals,True,30.0,1154,89.0,9,Intermediate Level,3.0,Web Development
3273,Wordpress Development : Create a Custom Wordpress Website,True,120.0,885,3.0,13,All Levels,1.5,Web Development
3275,RESTful Services with ASP.NET Web API,True,85.0,716,59.0,34,All Levels,2.0,Web Development
3276,Web Hosting Fundamentals,True,20.0,1867,19.0,8,All Levels,0.6166666670000001,Web Development
3277,Learning Path: React: Make Stunning React Websites,True,200.0,91,5.0,53,Expert Level,6.5,Web Development
3278,Administering Microsoft SQL Server 2012 Databases - 70-462,True,60.0,586,65.0,98,All Levels,5.5,Web Development
3279,PHP CodeIgniter:CRUD concepts in MVC,True,40.0,601,4.0,6,All Levels,0.583333333,Web Development
3280,Adobe Experience Manager CMS Basics,True,35.0,81,14.0,33,Beginner Level,1.0,Web Development
3281,Introduction to Frontend Web Development For  Beginners,True,145.0,1018,28.0,48,Beginner Level,4.5,Web Development
3282,PHP: Complete Login and Registration System with PHP & MYSQL,True,200.0,1448,173.0,48,All Levels,7.5,Web Development
3283,JavaScript Complete Guide to learning JavaScript,True,200.0,1296,22.0,72,Beginner Level,5.5,Web Development
3284,Advanced Scalable Python Web Development Using Flask,True,120.0,1299,56.0,71,Intermediate Level,14.0,Web Development
3285,jQuery for Absolute Beginners - Lite,True,20.0,1769,49.0,7,All Levels,0.583333333,Web Development
3286,HTML Complete Course - Beginner to Expert,False,0.0,20073,615.0,28,All Levels,1.5,Web Development
3287,Cross-Platform Development with ASP.NET Core 1.0 MVC,True,35.0,601,126.0,64,All Levels,5.5,Web Development
3288,Build a Photo Blog with Ruby on Rails,True,20.0,2281,32.0,21,Intermediate Level,1.5,Web Development
3289,Practical PHP: Master the Basics and Code Dynamic Websites,False,0.0,83737,4598.0,45,All Levels,6.5,Web Development
3290,Sass Workflow,False,0.0,20890,945.0,21,Beginner Level,3.0,Web Development
3291,Learn PHP Fundamentals From Scratch,False,0.0,48650,1236.0,9,Beginner Level,2.0,Web Development
3292,XML For Absolute Beginners: Learn to create your own tags,True,75.0,1945,58.0,10,Beginner Level,1.0,Web Development
3293,Joomla: Create a Joomla Website This Weekend With NO CODING!,False,0.0,18496,386.0,30,Beginner Level,2.0,Web Development
3294,JavaScript for beginners - A Complete Guide,True,100.0,1193,87.0,58,All Levels,10.5,Web Development
3295,Laravel Deployment - Launch your Laravel Application Online,False,0.0,4905,101.0,13,Intermediate Level,1.0,Web Development
3296,WordPress Development Crash Course: From Zero To Hero,True,60.0,1699,8.0,22,All Levels,2.0,Web Development
3297,Learn how to create a WordPress theme using Pinegrow,False,0.0,11812,152.0,19,Intermediate Level,2.0,Web Development
3298,Learn to Build Web Apps using Laravel Framework,True,30.0,746,93.0,39,All Levels,6.5,Web Development
3299,Flexbox: The complete guide,True,35.0,189,7.0,16,All Levels,1.0,Web Development
3300,How to Safely Copy and Move Your WordPress Website,True,60.0,1419,38.0,20,Intermediate Level,1.5,Web Development
3301,AngularJs :basics for beginners,True,45.0,1237,16.0,14,All Levels,1.0,Web Development
3302,JSON For Beginners: A Very Basic Introduction,True,65.0,1703,27.0,8,Beginner Level,1.0,Web Development
3303,Learn SASS and improve your CSS,True,55.0,1849,29.0,24,All Levels,3.0,Web Development
3304,Angular Tutorial For Beginners,False,0.0,5397,112.0,36,Beginner Level,2.5,Web Development
3305,HTML and CSS for Absolute Beginners,False,0.0,4410,52.0,26,All Levels,3.0,Web Development
3306,"JavaScript, jQuery and Ajax",True,20.0,1554,30.0,60,All Levels,4.0,Web Development
3307,Laravel Blog Development Starter,False,0.0,4499,138.0,20,All Levels,2.0,Web Development
3308,React: Learn ReactJS Fundamentals for Front-End Developers,True,55.0,1993,55.0,26,All Levels,4.0,Web Development
3309,JavaScript For Absolute Beginners - Level Two,True,30.0,424,85.0,9,Intermediate Level,1.0,Web Development
3310,How To Create A Real Estate Website With Wordpress 2017,False,0.0,3782,32.0,11,Beginner Level,1.5,Web Development
3311,The Complete HTML5 and CSS3 Course - with 8 Websites Design,True,30.0,1551,42.0,78,All Levels,7.5,Web Development
3312,Introduction to Modern Programming with PHP,True,20.0,954,183.0,123,Beginner Level,16.0,Web Development
3313,HTML Introduction Course: Learn HTML in 2 hours!!!,False,0.0,7304,368.0,28,All Levels,2.0,Web Development
3314,Learn HTML & CSS: How To Start Your Web Development Career,False,0.0,15462,689.0,60,Beginner Level,4.5,Web Development
3315,React vs Angular vs Vue.js by Example,False,0.0,6958,132.0,30,Beginner Level,3.5,Web Development
3316,Create WordPress Plugins,True,50.0,964,19.0,21,All Levels,2.5,Web Development
3317,Build and Deploy a LAMP server on AWS,False,0.0,3571,18.0,8,Beginner Level,1.0,Web Development
3318,Build your own Beautiful Blog in WordPress + SEO,True,200.0,2421,6.0,28,All Levels,3.0,Web Development
3319,AngularJS Authentication: Secure Your App with Auth0,False,0.0,21689,1080.0,13,All Levels,1.0,Web Development
3320,Learn Bootstrap 4 by Example,False,0.0,5542,54.0,9,All Levels,1.0,Web Development
3321,Complete WooCommerce Plugin Tutorial For Wordpress 2017,False,0.0,7922,183.0,16,Beginner Level,1.5,Web Development
3322,How To Build And Make A Wordpress Website From Scratch 2017,False,0.0,7055,166.0,24,All Levels,2.0,Web Development
3323,Docker for Developers - Newest Version 1.12 with Swarm Mode,True,95.0,767,104.0,81,Beginner Level,5.5,Web Development
3324,Angular Material - Quickstart,False,0.0,3766,135.0,14,Beginner Level,0.7,Web Development
3325,HTML and CSS for Beginners - Build a Website & Launch ONLINE,False,0.0,70773,5660.0,50,All Levels,6.0,Web Development
3326,"Core: A Web App Reference Guide for Django, Python, and More",True,195.0,2497,98.0,154,All Levels,26.0,Web Development
3327,"JSON with Java APIs, jQuery and JSON REST Web Services",True,95.0,799,87.0,41,Beginner Level,6.0,Web Development
3328,Bootstrap 4 Quick Start: Code Modern Responsive Websites,False,0.0,41478,2104.0,13,All Levels,3.0,Web Development
3329,Learn Symfony 3 framework by practical examples,True,125.0,867,177.0,48,All Levels,4.0,Web Development
3330,"Complete Web Development with HTML, CSS and Javascript",False,0.0,2097,16.0,10,Intermediate Level,2.0,Web Development
3331,Web Hosting Introduction: How to Publish Your Website Online,False,0.0,5533,137.0,11,Beginner Level,1.0,Web Development
3332,Django For Beginners,True,175.0,534,16.0,51,Beginner Level,4.0,Web Development
3333,Introduction to QGIS Python Programming,True,85.0,197,26.0,28,Beginner Level,3.5,Web Development
3334,Learning Object-Oriented JavaScript,True,75.0,533,54.0,23,Intermediate Level,3.0,Web Development
3335,Bootstrap Tutorial for Beginners,True,20.0,1036,27.0,20,Beginner Level,2.0,Web Development
3336,Learn Bootstrap3 With Multi Purposes Single Page Layout,False,0.0,4503,146.0,122,All Levels,21.0,Web Development
3337,HTML for Beginners,False,0.0,8592,336.0,35,Beginner Level,2.5,Web Development
3338,How to Build WordPress Themes: A Web Designer's Guide,True,165.0,183,30.0,47,Intermediate Level,5.5,Web Development
3339,XML DTD :basics for beginners,True,35.0,903,3.0,7,All Levels,0.55,Web Development
3340,Learn to make an HTML 5 website with a video background,True,80.0,1236,18.0,14,All Levels,0.5,Web Development
3341,Learn Authentication With ASP.NET Identity Security 2017,True,50.0,305,45.0,13,All Levels,2.0,Web Development
3342,HTML and CSS Foundations,False,0.0,1544,15.0,29,Beginner Level,1.0,Web Development
3343,Python Web Programming,True,100.0,1020,46.0,60,Beginner Level,6.0,Web Development
3344,Build a Complete Registration and Login System using PHP MVC,True,80.0,325,50.0,106,All Levels,5.0,Web Development
3345,ES6 / EcmaScript 6 for beginners an introduction,False,0.0,3227,19.0,21,Intermediate Level,2.0,Web Development
3346,React for visual learners,True,20.0,659,64.0,26,All Levels,3.5,Web Development
3347,Learn to Create Advance Responsive Websites With Bootstrap,True,20.0,2528,15.0,30,All Levels,2.0,Web Development
3348,Master the Art of Web Design with HTML & CSS,True,145.0,550,15.0,59,All Levels,3.0,Web Development
3349,Sell Courses On Your Own Website - No Coding Required!,True,100.0,1032,9.0,21,All Levels,1.0,Web Development
3350,Implementing a Data Warehouse with SQL Server 2012 ,True,85.0,1142,148.0,90,All Levels,5.0,Web Development
3351,Learning 200 jQuery Functions with 800 Examples,True,195.0,1766,38.0,118,All Levels,18.5,Web Development
3352,Create Complete Web Applications easily with APEX 5,True,30.0,912,128.0,81,Intermediate Level,7.0,Web Development
3353,"Learn Gulp, The Streaming Build System",True,25.0,1305,38.0,16,All Levels,1.5,Web Development
3354,Perfect React JS Course - Understand Relevant Details,True,200.0,653,20.0,25,Beginner Level,1.0,Web Development
3355,Create a classified website in 2 hours - guaranteed,True,50.0,3411,84.0,22,All Levels,1.0,Web Development
3356,Learn HTML And CSS From Scratch,False,0.0,11533,240.0,18,Beginner Level,2.0,Web Development
3357,Become a Certified Web Developer - Beginner to Expert,True,200.0,3397,12.0,85,All Levels,8.0,Web Development
3358,Complete Bootstrap 4 course - build 3 projects,False,0.0,7865,241.0,36,All Levels,5.0,Web Development
3359,Up and Running with Phalcon,True,20.0,715,12.0,12,All Levels,1.5,Web Development
3360,HTML : HTML Awesomeness,True,25.0,988,23.0,27,Beginner Level,0.6333333329999999,Web Development
3361,Build CRUD Application - PHP & Mysql,False,0.0,4405,71.0,12,Beginner Level,1.5,Web Development
3362,All You Need To Know About AngularJS - Training On AngularJS,True,50.0,1936,88.0,53,All Levels,5.0,Web Development
3363,PSD To a Creative Landing Page Using Twitter Bootstrap 3,False,0.0,11666,546.0,20,Beginner Level,4.0,Web Development
3364,Ready for Production with Spring Boot Actuator,True,55.0,361,26.0,49,Intermediate Level,2.5,Web Development
3365,AngularJS For Beginners,False,0.0,30531,1948.0,53,All Levels,3.0,Web Development
3366,Learning Path: Akka: Building Applications and Microservices,True,200.0,88,8.0,55,Intermediate Level,4.5,Web Development
3367,Set up a localhost Web Server for Faster Website Development,True,30.0,55,13.0,31,All Levels,1.5,Web Development
3368,Mastering Meteor: Reactive Full Stack JavaScript,True,95.0,494,46.0,37,Expert Level,3.0,Web Development
3369,Build A Professional Wordpress Website In An Hour,True,20.0,1294,11.0,15,All Levels,1.0,Web Development
3370,Build a file hosting/sharing site in less than 2 hours ,True,20.0,976,29.0,13,All Levels,1.5,Web Development
3371,Introduction to Java Programming for Online Learners,True,200.0,1586,87.0,124,Beginner Level,22.0,Web Development
3372,Create full featured Landing Page in Ruby on Rails in 3 hour,True,30.0,1550,15.0,23,All Levels,3.0,Web Development
3373,How to create a  video blog with WordPress,True,25.0,1209,8.0,62,All Levels,4.5,Web Development
3374,PHP For WordPress Development,True,35.0,850,12.0,16,Beginner Level,1.0,Web Development
3375,Create a Professional Website Without Programming/Coding,False,0.0,5421,93.0,20,All Levels,1.5,Web Development
3376,How to Build an Autocomplete System Like Google,True,30.0,255,5.0,9,All Levels,1.0,Web Development
3377,Master EmberJS : Learn Ember JS From Scratch,True,120.0,707,59.0,103,All Levels,6.5,Web Development
3378,How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,False,0.0,6856,137.0,19,Beginner Level,2.0,Web Development
3379,Learn Top Ten PHP FrameWorks By Building Projects,True,60.0,1007,96.0,87,All Levels,17.5,Web Development
3380,How to Make a Video Blog Website From Scratch w/ Wordpress ,False,0.0,12952,163.0,22,All Levels,1.0,Web Development
3381,Build Websites And Apps By Outsourcing,True,20.0,2299,11.0,22,All Levels,2.0,Web Development
3382,Learning Path: Web Applications with Spring and Angular,True,200.0,19,2.0,33,Expert Level,4.0,Web Development
3383,Learn Ruby on Rails By Building Projects,True,60.0,1736,79.0,47,All Levels,13.0,Web Development
3384,Canvas image Creator HTML5 JavaScript project from Scratch,True,100.0,2195,10.0,35,Intermediate Level,3.5,Web Development
3385,Javascript Essentials,False,0.0,47062,5590.0,41,Beginner Level,8.5,Web Development
3386,Devtools 2017: The Basics of Chrome Developer Tools,False,0.0,4569,108.0,18,Beginner Level,1.0,Web Development
3387,Chrome Extensions : Develop 5 chrome extensions from scratch,False,0.0,3655,85.0,44,Beginner Level,2.0,Web Development
3388,Learn how to quickly build websites using Wordpress,False,0.0,15715,406.0,28,All Levels,3.5,Web Development
3389,Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,True,75.0,578,40.0,84,Expert Level,5.5,Web Development
3390,Develop a Professional OnePage WordPress site With No Coding,True,20.0,1747,13.0,13,Beginner Level,1.5,Web Development
3391,PHP Specialist (2017 Edition),True,100.0,197,11.0,53,Beginner Level,3.5,Web Development
3392,Python Programming: Create an Digital Marketplace in Django,True,195.0,4198,145.0,161,All Levels,26.0,Web Development
3393,Create Ajax Chat App with PHP & Mysql,True,45.0,540,11.0,19,Beginner Level,1.0,Web Development
3394,Mastering Thymeleaf with Spring,True,75.0,942,161.0,64,All Levels,4.5,Web Development
3395,Learn Rails Programming in Less than 2 Hours,True,35.0,2470,24.0,19,All Levels,2.5,Web Development
3396,Wordpress Backup & Restore,True,95.0,478,37.0,18,All Levels,1.5,Web Development
3397,Learn JavaScript Dynamic Interactive Projects for Beginners,True,100.0,2558,12.0,36,Beginner Level,3.0,Web Development
3398,Build Modern Websites Super Fast,True,25.0,2178,22.0,19,All Levels,1.5,Web Development
3399,SAP - Learn SAPUI5 Professional Development,True,195.0,860,201.0,56,All Levels,7.0,Web Development
3400,Wordpress Security,True,95.0,2888,26.0,24,All Levels,2.5,Web Development
3401,Learn HTML5 At Your Own Pace. Ideal for Beginners,True,50.0,3026,60.0,67,All Levels,7.0,Web Development
3402,Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,True,20.0,2164,290.0,70,All Levels,8.5,Web Development
3403,Build Real World Websites from Scratch using HTML5 and CSS3,True,195.0,10874,114.0,59,Beginner Level,7.5,Web Development
3404,How to become an App Developer,True,200.0,1935,17.0,10,Beginner Level,1.0,Web Development
3405,"Modern JavaScript: Building Real-World, Real-Time Apps",True,50.0,1871,154.0,60,Intermediate Level,13.5,Web Development
3406,JavaScript Introduction to Object Oriented JavaScript,True,90.0,7789,59.0,23,Beginner Level,1.5,Web Development
3407,Core HTML How to get online quickly HTML to HTML5 ,True,90.0,10394,33.0,34,Beginner Level,3.5,Web Development
3408,Building Websites JavaScript and the DOM,True,120.0,17759,64.0,37,Beginner Level,3.0,Web Development
3409,Complete Login and Registration System in PHP and MYSQL,True,200.0,4714,149.0,28,All Levels,4.0,Web Development
3410,The Complete E-Commerce Web Developer Course 5.0,True,195.0,3209,58.0,96,All Levels,12.5,Web Development
3411,HTML5 canvas Bootcamp for beginners 25 easy steps,True,120.0,14118,30.0,27,Beginner Level,2.0,Web Development
3412,Advanced HTML5 Tutorial for Web Developers,True,50.0,11847,57.0,57,All Levels,7.5,Web Development
3413,Learn the Basics of Programming for Marketers,True,55.0,11339,43.0,26,Beginner Level,3.5,Web Development
3414,Css For Beginners,True,85.0,1156,13.0,28,Beginner Level,2.5,Web Development
3415,GRUNT js: Automate web development tasks and save your time,True,55.0,1534,33.0,18,All Levels,1.5,Web Development
3416,Mastering Web and Mobile Debugging Using Chrome Dev Tools,True,195.0,1102,12.0,21,All Levels,2.0,Web Development
3417,HTML : Beginner Guide to HTML writing,True,20.0,783,20.0,13,Beginner Level,0.6166666670000001,Web Development
3418,Build Web Apps Using EmberJS: The Complete Course,True,40.0,627,126.0,31,All Levels,4.5,Web Development
3419,SharePoint 2013 Development using C# - Part I,True,50.0,891,101.0,119,All Levels,8.5,Web Development
3420,SAP Crystal Reports with ASP.Net (Step by step),False,0.0,7484,304.0,5,Beginner Level,1.0,Web Development
3421,Building Responsive Data Visualizations with D3 JS,True,85.0,876,59.0,28,All Levels,2.0,Web Development
3422,Learn Rails Programming in Less than 30 Minute - Lite,True,20.0,1235,25.0,7,All Levels,0.6333333329999999,Web Development
3423,SASS - Beginner Crash Course,True,25.0,1143,34.0,13,Beginner Level,1.0,Web Development
3424,Angular 2 Fundamentals for Web Developers,True,40.0,450,61.0,41,All Levels,6.0,Web Development
3425,Easily Learn Web Development With Drop & Drag: OptimizePress,True,20.0,1442,9.0,25,Beginner Level,2.0,Web Development
3426,XML XSLT - Crash Course for Beginners,True,45.0,426,4.0,9,All Levels,1.0,Web Development
3427,Create Your Own Successful Online School To Sell Courses,True,95.0,2814,14.0,39,Beginner Level,2.0,Web Development
3428,Flask Tutorial Step by Step,False,0.0,4645,171.0,19,Intermediate Level,2.0,Web Development
3429,Ruby on Rails a Beginners Guide ,False,0.0,13130,346.0,88,Beginner Level,6.5,Web Development
3430,Mastering Basic CSS Selectors.,False,0.0,3933,23.0,14,Beginner Level,3.0,Web Development
3431,Create a Website Similar to Facebook from Scratch!,True,25.0,2197,9.0,12,All Levels,1.5,Web Development
3432,Comprehensive TypeScript,True,125.0,1318,78.0,51,All Levels,4.5,Web Development
3433,"Essential HTML, CSS & HTML5 Training",True,50.0,1553,35.0,43,Beginner Level,5.5,Web Development
3434,HTML 5 and CSS 3 - tricks and workarounds,True,80.0,2007,10.0,113,All Levels,5.5,Web Development
3435,"How to Register a Domain, Set Up Hosting, and Edit Web Pages",True,45.0,1540,19.0,39,Beginner Level,3.0,Web Development
3436,WordPress Plugins Treasure Chest,True,25.0,1655,10.0,44,Intermediate Level,3.0,Web Development
3437,Practical Understanding of PHP and MySQL,False,0.0,12201,217.0,24,Beginner Level,5.5,Web Development
3438,"AngularJS for Beginners, Single-Page Applications Made Easy",True,200.0,1284,46.0,30,All Levels,1.5,Web Development
3439,Building a Social Network in PHP & MySQL From Scratch,True,50.0,869,125.0,78,All Levels,14.0,Web Development
3440,XML DOM - Crash Course for Beginners,True,45.0,396,6.0,8,All Levels,0.566666667,Web Development
3441,Create a Powerful Website with the Cool Bootstrap Framework,False,0.0,7142,41.0,25,All Levels,4.0,Web Development
3442,HTML5 and CSS3 -Start building beautiful websites,True,150.0,1414,14.0,22,All Levels,2.5,Web Development
3443,Getting Started as a Web Developer,False,0.0,9833,241.0,15,Beginner Level,1.0,Web Development
3444,Learn Laravel: Create Your Web App Step-By-Step,True,45.0,604,47.0,35,All Levels,4.0,Web Development
3445,Professional Web Scraping with Java,True,50.0,685,37.0,14,Intermediate Level,1.0,Web Development
3446,3D Programming with WebGL and Babylon.js for Beginners,True,200.0,549,49.0,18,Intermediate Level,2.0,Web Development
3447,Learn to make a colorful one page website,True,200.0,1220,16.0,16,All Levels,0.566666667,Web Development
3448,WordPress Plugin Tutorial,True,40.0,1588,8.0,15,Beginner Level,0.566666667,Web Development
3449,Introduction to HTML,False,0.0,8371,212.0,18,Beginner Level,1.5,Web Development
3450,Learn JavaScript From Scratch:Become Top Rated Web Developer,True,65.0,2570,17.0,87,All Levels,5.0,Web Development
3451,"Installing Wordpress 4 - Installation, Registrars & Hosting",True,45.0,6117,188.0,28,Beginner Level,2.5,Web Development
3452,Learn PHP Programming for Absolute Beginners,True,35.0,5368,78.0,20,All Levels,2.0,Web Development
3453,WordPress for Beginners 2017 + Google AdSense Implementation,True,195.0,2225,14.0,64,All Levels,6.5,Web Development
3454,JavaScript for beginners in 1 hour,True,95.0,2086,56.0,22,Beginner Level,1.0,Web Development
3455,HTML5 and CSS for Beginner To Expert,True,20.0,1732,15.0,48,All Levels,4.5,Web Development
3456,Become a Kick-Ass Web Developer: From Newbie to Pro,True,200.0,6751,44.0,353,All Levels,48.5,Web Development
3457,Django Tutorial: Build Your First App Fast & Free! ,True,20.0,5228,180.0,27,Beginner Level,2.5,Web Development
3458,Create a social network using PHP Mysqli HTML Css and JQuery,True,40.0,1477,17.0,27,Intermediate Level,6.0,Web Development
3459,PHP - Send and Receive Mobile Text Messages (SMS),True,50.0,1626,81.0,18,All Levels,1.5,Web Development
3460,Complete PHP Course with OOP Start to Finish!,True,200.0,4529,54.0,29,All Levels,2.0,Web Development
3461,Coding Made Easy: HTML & CSS For Beginners,True,40.0,3254,92.0,16,Beginner Level,1.5,Web Development
3462,WordPress Security - The Ultimate Security Guide,True,60.0,2267,17.0,29,All Levels,1.5,Web Development
3463,How to Make a Single Page Website for Freelancers & Agencies,False,0.0,17463,283.0,30,All Levels,1.5,Web Development
3464,Learn to Use jQuery UI Widgets,False,0.0,23669,521.0,9,Beginner Level,1.0,Web Development
3465,Learn to Create Responsive Layouts in 30 Minutes,False,0.0,5301,174.0,6,Beginner Level,0.5,Web Development
3466,Web Building Starter Pack. Html Css and JQuery Animations,True,30.0,1033,16.0,42,All Levels,7.5,Web Development
3467,Getting Started with Angular 2+,False,0.0,6909,401.0,14,Beginner Level,2.0,Web Development
3468,Intro to PHP Web Application Development with Symfony,True,200.0,4040,72.0,20,Beginner Level,1.5,Web Development
3469,Learn OAuth 2.0 - Theory and Hands On,True,145.0,546,69.0,21,All Levels,3.0,Web Development
3470,Learning CSS3 - A Comprehensive Tutorial For Web Developers,True,50.0,2459,107.0,101,All Levels,8.0,Web Development
3471,Professional WordPress Theme Development from Scratch,True,200.0,1284,173.0,301,All Levels,25.5,Web Development
3472,PHP Zend Framework 1.11:Creating a CRUD Application,True,40.0,1122,5.0,7,All Levels,0.583333333,Web Development
3473,Write quicker HTML5 and CSS 3; productivity hacks with emmet,False,0.0,13016,286.0,15,All Levels,1.5,Web Development
3474,The Ultimate jQuery Course,True,20.0,1098,15.0,54,All Levels,2.5,Web Development
3475,Build an Advanced Single Page with Bootstrap & WordPress,True,95.0,481,75.0,77,Intermediate Level,6.0,Web Development
3476,Master all PHP ideas 2017 to build any project,True,50.0,376,19.0,49,Beginner Level,3.0,Web Development
3477,A Beginner's Guide to the Meteor JavaScript Framework,True,50.0,898,132.0,40,Beginner Level,2.0,Web Development
3478,Create an E-commerce website without any coding,True,20.0,1393,40.0,9,All Levels,0.5166666670000001,Web Development
3479,Learn To Build Apps Using Play Framework,True,40.0,434,69.0,23,All Levels,5.5,Web Development
3480,Introducing Ionic 2,True,50.0,394,78.0,22,Beginner Level,1.5,Web Development
3481,Learn Laravel with Database Migration & Seeding & Faker,True,20.0,263,14.0,7,All Levels,1.0,Web Development
3482,Create a Client Network by Hosting WordPress Sites,True,35.0,1061,8.0,17,Intermediate Level,1.0,Web Development
3483,Introduction to PHP Slim Microframework,True,20.0,1312,19.0,11,Intermediate Level,1.0,Web Development
3484,ASP :basics for beginners,True,35.0,764,7.0,8,All Levels,1.0,Web Development
3485,"WordPress Development With NodeJS, Gulp, Composer & More",True,25.0,289,30.0,30,Intermediate Level,4.0,Web Development
3486,Become PHP Facebook Developer: Password-Less Authentication,True,195.0,4001,8.0,37,All Levels,4.0,Web Development
3487,How To Create Your Very First Website With HTML and CSS,True,100.0,5097,196.0,37,Beginner Level,2.0,Web Development
3488,Learn JSON for beginners with JavaScript,True,200.0,3193,10.0,23,Beginner Level,1.5,Web Development
3489,Ultimate guide to Social Media Web development integration ,True,200.0,11011,13.0,36,All Levels,2.5,Web Development
3490,A Complete Laravel basics from beginner to expert,True,25.0,3492,61.0,12,All Levels,1.5,Web Development
3491,JQuery Basics - Learn JQuery From Scratch,True,100.0,3559,24.0,18,Beginner Level,1.0,Web Development
3492,Learn MeteorJS By Building 10 Real World Projects,True,50.0,2784,221.0,79,All Levels,15.0,Web Development
3493,JavaScript Basics for Beginners Introduction to coding,True,150.0,5495,52.0,18,Beginner Level,1.5,Web Development
3494,AngularJS Masterclass - Deep Dive & Understand AngularJS,True,100.0,2912,309.0,85,All Levels,6.0,Web Development
3495,HTML5 for beginners,True,195.0,9687,59.0,59,Beginner Level,5.0,Web Development
3496,All in one HTML CSS and JQuery,True,20.0,3444,35.0,16,All Levels,3.0,Web Development
3497,Responsive Design with NEW Materialize,True,75.0,12629,88.0,36,All Levels,1.5,Web Development
